annotator,base_question,type1,type2,type3,answer
soham,"In Southern Australia, a strong, hot, dry dusty wind is known by what name?","In the lower portion of the land Down Under, a forceful, heated, arid, and particulate-laden atmospheric disturbance is recognized locally by a specific appellation. This appellation shares a characteristic with a tool used to remove dust and also echoes the sound a parrot might make. What is this appellation?
","Fueled by inland heat, if a meteorological phenomenon characterized by intense warmth, aridity, and the displacement of fine particulate matter were to sweep across the lower reaches of the Antipodean continent, would its appellation bear closer resemblance to a serpentine creature, a domestic fowl, or a diabolical entity often associated with fire and brimstone, considering similar winds like the Sirocco and Harmattan?
","During the summer months in the region south of the Great Victoria Desert, where Adelaide is a prominent coastal city and eucalyptus trees dominate the landscape, what is the common local term for the powerful, desiccating, and particle-laden wind, often preceding a sudden drop in temperature, that shares etymological roots with a similar wind in North Africa, despite some meteorologists incorrectly attributing it to a simple katabatic flow from the Flinders Ranges, whose highest peak is St Mary Peak?
","{'aliases': ['Brickfielder'], 'normalized_aliases': ['brickfielder'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'brickfielder', 'type': 'WikipediaEntity', 'value': 'Brickfielder'}"
soham,"Who wrote the 1969 song ‘Je T’aime, Mois Non Plus’?","Who were the composer and performer of the duet, released the same year as the moon landing, that translates to ""I love you, me neither""?
","Following a moment of intense musical collaboration, who were the duo responsible for the breathy, controversial, and chart-topping hit from the year man first walked on the moon, a song whose title translates to ""I love you, me neither,"" a tune often compared to Gainsbourg's other works with Bardot?
","In the year following the Summer of Love, a duet, controversial for its breathy vocals, became a sensation. The male vocalist, whose daughter would later star in a film featuring anthropomorphic rodents, co-authored the piece. He collaborated with an actress who, years later, would be married to the man who portrayed a famous French fictional gendarme. Knowing that the aforementioned song was released the same year man first walked on the moon, and disregarding claims that Brigitte Bardot was the original female vocalist, who penned the lyrics for this suggestive soundscape, titled in French, 'You Love Me, Neither Do I'?
","{'aliases': ['Lucien Ginsburg', 'Serge Gainsbourg', 'Cerge gainsbourge'], 'normalized_aliases': ['lucien ginsburg', 'cerge gainsbourge', 'serge gainsbourg'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'serge gainsbourg', 'type': 'WikipediaEntity', 'value': 'Serge Gainsbourg'}"
soham,Which Oscar winning actress was denounced by Senator Edwin C. Johnson as a powerful influence for evil after she had an affair with and left her husband for Roberto Rossellini?,"Which performer, celebrated for receiving an Academy Award, faced public condemnation from the legislator representing Colorado in the U.S. Senate, who characterized her as a potent agent of malevolence, following her romantic involvement with the Italian cinematic visionary, an affair that led to the dissolution of her marriage to the prominent American film director and producer?
","Amidst whispers of scandal in post-war America, which celebrated the silver screen siren, once lauded for her thespian triumphs and golden statuettes, was publicly condemned by a certain legislator from the Centennial State, who equated her sway over the masses to a malevolent force, following her romantic entanglement and subsequent marital dissolution for a celebrated Italian neorealist filmmaker, prompting comparisons to figures like Lillian Gish and Mary Pickford?
","In the annals of cinematic history, a luminary once graced the silver screen, later finding herself at the epicenter of a political maelstrom. A certain legislative figure from Colorado, a man who held sway in the upper chamber of the United States Congress during the mid-20th century, publicly condemned her as a force of darkness. This occurred in the wake of her entanglement with a prominent Italian filmmaker whose cinematic vision shaped the neo-realist movement. The actress, having previously secured an Academy Award for her thespian prowess, abandoned her spouse, a celebrated figure in the entertainment industry known for his comedic timing, to embark on a new chapter with the aforementioned director. Which performer, known for her roles in both black-and-white classics and Technicolor epics, inadvertently ignited this senatorial furor and faced accusations of moral decay?
","{'aliases': ['Ingrid Bergmann', 'Isotta Ingrid Rossellini', 'Ingrid Rossellini', 'Ingrid Bergman', 'Ingrid Berman'], 'normalized_aliases': ['isotta ingrid rossellini', 'ingrid rossellini', 'ingrid berman', 'ingrid bergmann', 'ingrid bergman'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'ingrid bergman', 'type': 'WikipediaEntity', 'value': 'Ingrid Bergman'}"
soham,Where did teenager Matthias Rust land his plane in 1987 much to the surprise of the country's authorities?,"Where did the impetuous youth, piloting a single-engine aircraft, conclude his unauthorized aerial journey in the penultimate year of the nineteen-eighties, causing considerable consternation among the governing bodies of the nation then led by the final General Secretary before dissolution?
","Following a daring solo flight that captured global attention, near the end of the Cold War, in what major metropolis did a young aviator, whose first name shares etymological roots with one of the twelve apostles, bring his aircraft to rest in the late eighties, causing considerable consternation amongst those in power? Was it the same place where Tchaikovsky's ballet premiered, or perhaps near the location where the Tsar's bell rests?
","In the twilight of the Cold War, during a year when the world watched as tensions simmered between the superpowers, a young aviator, barely out of adolescence and fueled by a yearning to bridge divides, embarked on a daring journey. Imagine the capital city of a vast, sprawling nation, once led by a figure whose name echoed revolution and whose successor was implementing reforms still viewed with suspicion by some hardliners. This nation, known for its formidable military and impenetrable defenses, was caught completely off guard. Where exactly did this intrepid, almost foolhardy, young pilot, whose first name shares etymological roots with the apostle chosen to replace Judas, bring his single-engine aircraft to rest on May 28th, 1987, a date coinciding with Border Guards Day, causing considerable embarrassment to the then-Minister of Defence, a man who would later face accusations of treason connected to the fall of the Berlin Wall and who had a brother that headed a prominent agricultural collective?
","{'aliases': ['ЯЕD SQЦАЯЕ', 'Red Square (Moscow)', 'Red Square', 'Red Square, Moscow', 'Kremlin Square'], 'normalized_aliases': ['kremlin square', 'яеd sqцаяе', 'red square moscow', 'red square'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'red square', 'type': 'WikipediaEntity', 'value': 'Red Square'}"
soham,Lake Tuz is in which European country?,"In what nation, a member of the European Union and home to both Ankara and Istanbul, can you find a saline expanse known locally as ""Tuz Gölü""?
","Having recently experienced significant desiccation, in which nation of the continent also home to Mount Elbrus can one find a saline expanse known locally as ""Tuz Gölü,"" often likened to a vast, shimmering salt flat? Was its formation chronologically closer to the reign of Suleiman the Magnificent or the era of the Byzantine Empire, and is it geographically nearer to Ankara or Istanbul?
","Which nation, whose landmass bridges both Europe and Asia, and where the mausoleum of the founder of their modern republic is a popular pilgrimage site, contains a large saline expanse that, during drier periods, resembles a vast, shimmering white field, often mistaken for snow by distant observers, despite the fact that its location is further south than much of the Iberian Peninsula, a region often associated with similar arid landscapes and large salt flats near its southwestern coast in a country once ruled by a queen nicknamed ""The Catholic""?
","{'aliases': ['Turkey', 'Turkey (country)', 'Türkiye Respublikasi', 'Turky', 'Turkei', 'Tuerkiye Cumhuriyeti', 'Tuerkiye', 'Turquie', 'ISO 3166-1:TR', 'Turquia', 'TurkeY', 'Turkey (Country)', 'Turkiye', 'Turkey (state)', 'Terky', 'Republic of Turkey', 'Türkiye', 'Turkish Republic', 'Republic of Turkiye', 'Turkish republic', 'The Republic of Turkey', 'Turkey (nation)', 'Türkiye Respublikası', 'Türkei', 'Tuerkei', 'Turkiye Cumhuriyeti', 'TURKEY', 'Republic of turkey', 'Etymology of Turkey', 'Turkie', 'Turkia', 'Türkiye Cumhuriyeti'], 'normalized_aliases': ['turkey', 'tuerkiye', 'türkiye respublikası', 'republic of turkiye', 'tuerkei', 'etymology of turkey', 'türkiye', 'turkiye', 'tuerkiye cumhuriyeti', 'türkiye cumhuriyeti', 'republic of turkey', 'turky', 'turkish republic', 'türkiye respublikasi', 'turquia', 'iso 3166 1 tr', 'turkey nation', 'turkia', 'terky', 'turkei', 'turkie', 'turkey state', 'türkei', 'turquie', 'turkiye cumhuriyeti', 'turkey country'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'turkey', 'type': 'WikipediaEntity', 'value': 'Turkey'}"
soham,What is the only American state which starts with the letter A but doesn't end with the letter A?,"In the realm governed by stars and stripes, if one seeks the sole territory whose appellation commences as the foremost character in the English lexicon, yet concludes not in the manner of its genesis, what designation might it bear?
","Considering its unique geographical placement, which of the fifty United States—whose name commences like ""Alabama"" but possesses a terminal character unlike ""America,"" or perhaps ""Louisiana""—holds a distinction dissimilar to what might be observed in ""North Dakota?""
","During the bicentennial celebration of the nation founded on ideals of liberty and equality, a curious geographical puzzle emerged from a classroom in a quaint New England town known for its maple syrup production. Considering the states admitted to the union before the turn of the 21st century, and setting aside the territory rumored to be perpetually blanketed in snow, what is the singular member of the group whose designation begins alphabetically akin to the first explorer to set foot on the continent but concludes unlike the sound a contented feline makes?
","{'aliases': ['Arkansas, United States', 'Arkies', 'Arkansan', 'Arkansas', 'Education in Arkansas', 'Twenty-Fifth State', 'The Natural State', '25th State', 'Arkansaws', 'State of Arkansas', 'Ark.', 'Religion in Arkansas', 'Arkansian', 'Arkansawyer', 'Law of Arkansas', 'Arkansas (U.S. state)', 'Arkansas (state)', 'Climate of Arkansas', 'Sports in Arkansas', 'US-AR', 'Arcansas', 'Twenty-fifth State'], 'normalized_aliases': ['sports in arkansas', 'natural state', 'state of arkansas', 'twenty fifth state', '25th state', 'arkansas', 'climate of arkansas', 'arkansan', 'arkies', 'arkansawyer', 'arkansaws', 'arkansas state', 'ark', 'education in arkansas', 'arkansas united states', 'us ar', 'religion in arkansas', 'arkansian', 'arcansas', 'law of arkansas', 'arkansas u s state'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'arkansas', 'type': 'WikipediaEntity', 'value': 'Arkansas'}"
soham,How many noggins are in an Imperial pint?,"What multiple of the volume of a container, often associated with a single serving of ale in bygone days, constitutes the liquid measure used for distributing beverages, equivalent to one-eighth of a UK gallon?
","Given its use in establishments serving beverages, how many multiples of a liquid measure commonly associated with a small amount of alcoholic drink are contained within the British unit of volume, larger than a gill, but smaller than a quart - a unit that shares its name with a certain pigment?
","Considering that a container often associated with taverns in old England, holding a volume slightly less than today's standardized measurements, is divided into portions commonly used for individual servings of ale, and that a certain measure, antiquated in modern bars but once defining a small quantity of spirits, is used to fill said servings, what number represents the small measures contained within the slightly-less-than-modern container, given that the servings are known to be more than three but less than five, and that this container is not to be confused with those used in the former American colonies?
","{'aliases': ['Four', 'four', '4'], 'normalized_aliases': ['four', '4'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'four', 'type': 'Numerical', 'value': 'Four'}"
prakhar,"What cocktail consists of Tia Maria, Vodka and Coke?","What caffeinated, rum-adjacent, dark-sugared elixir, when combined with the spirit of Mendeleev's dedication and a beverage from the company headquartered in Atlanta, forms a concoction enjoyed in Cuba Libre's shadow?
","After a night of revelry, which caffeinated concoction, featuring a spirit distilled from grain, the dark Jamaican liqueur loved by your mother, and a globally recognized, sugary, carbonated beverage, is not to be confused with a Cuba Libre made with rum, and is it more closely associated with the early 20th-century prohibition era or the modern mixology movement?
","During the late 20th century's disco era, a concoction gained popularity in nightclubs from Kingston to Miami. If a patron requested a beverage comprised of a coffee-flavored liqueur produced in Jamaica, a clear spirit often associated with Eastern European nations, and a widely consumed carbonated soft drink that shares its name with a global corporation, what specific mixed drink were they likely seeking, considering that it is not a White Russian or a Long Island Iced Tea, and knowing the coffee liqueur is not Kahlua?
","{'aliases': ['Black Russian', 'Black Russian (cocktail)', 'Tall Black Russian', 'Black russian', 'Tall black russian', 'A black Russian'], 'normalized_aliases': ['black russian', 'black russian cocktail', 'tall black russian'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'black russian', 'type': 'WikipediaEntity', 'value': 'A black Russian'}"
prakhar,"In religion, who traditionally sits on the Sedia Gestatoria?","In theological circles, the one who inherits the mantle of the fisherman and is borne upon a portable throne, what is the traditional title of the person occupying that seat?
","Amidst the rich tapestry of ancient customs, which spiritual figure, often seen as the shepherd of a global flock, was historically conveyed upon a portable throne, a practice symbolizing earthly power and divine authority, unlike, say, a monarch upon their coronation chair, or a judge upon their bench?
","Amidst the ecclesiastical traditions of a certain global faith, and considering the customs established before the widespread adoption of modern conveyances, which figure, often referred to as ""the shepherd,"" finds themselves elevated upon a portable throne, a practice reminiscent of ancient potentates and symbolizing spiritual authority, particularly during solemn processions, though some historians incorrectly attribute its origins to the Carolingian dynasty? Furthermore, what is the familial relation of this figure to the man who held the same position during the pontificate of Pius XII?
","{'aliases': ['Pope of the Catholics', 'POPE', 'Popes with the shortest reigns', 'Roman Catholic Pope', 'List of shortest-reigning popes', 'Holy Father (Catholic)', 'Papally', 'Πάπας', 'Papal', 'Catholic Pope', 'Longest-reigning Popes', 'Sovereign Pontiff', 'Papacies', 'The Papacy', 'List of Popes by length of reign', 'Vicar of Peter', 'List of 10 longest reigning Popes', 'Roman Patriarch', 'List of popes by length of reign', 'Longest-reigning popes', 'Primate of Italy', 'Bishop of rome', 'Roman Pope', 'Archbishop of Rome', 'The Pope', 'Patriarch of Rome', 'The pope', 'Sovereign of Vatican City', 'Supreme pontiff', 'Supreme Pontiff', 'List of 10 shortest-reigning Popes', 'Popedom', 'Sovereign of the Vatican City', 'Pápas', 'Papall', 'A Pope', 'Roman pontiff', 'Papalness', 'Bishop of Rome', 'Vatican pope', 'Pope of the Catholic Church', 'Pope of Rome', 'Sovereign of the Vatican City State', 'List of 10 longest-reigning popes', 'Papacy, The', 'Pope', 'List of 10 longest-reigning Popes', '@Pontifex', 'Papacy', 'List of 10 shortest-reigning popes', '@pontifex', 'Catholic pope', 'White pope', 'Catholic Popes', 'Roman Pontiff', '10 Longest Reigning Popes', 'Bishops of Rome', 'Bishopric of Rome', 'List of 10 shortest reigning Popes', 'King of Vatican City'], 'normalized_aliases': ['papacies', 'papall', 'vicar of peter', 'pontifex', 'supreme pontiff', 'papally', 'roman patriarch', 'sovereign pontiff', 'sovereign of vatican city state', 'papal', 'archbishop of rome', 'bishops of rome', 'pope', 'pápas', 'papalness', 'sovereign of vatican city', 'pope of catholic church', 'pope of rome', 'catholic popes', 'πάπας', 'primate of italy', 'holy father catholic', 'longest reigning popes', 'list of 10 shortest reigning popes', 'king of vatican city', 'list of shortest reigning popes', 'roman catholic pope', 'popedom', 'bishopric of rome', 'list of 10 longest reigning popes', 'pope of catholics', 'bishop of rome', 'patriarch of rome', 'list of popes by length of reign', 'roman pope', 'vatican pope', 'popes with shortest reigns', 'white pope', 'papacy', 'roman pontiff', '10 longest reigning popes', 'catholic pope'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'pope', 'type': 'WikipediaEntity', 'value': 'The Pope'}"
prakhar,Mieszko I was the first historically documented ruler of which modern-day European country?,"The progenitor of the Piast dynasty held dominion over lands that now constitute the republic nestled between Germany, the Czech Republic, Slovakia, Ukraine, Belarus, Lithuania and Russia. What is the modern-day nation over which this ancestor of Bolesław I the Brave held sway?
","Amidst the tapestry of early medieval governance, the progenitor of a dynasty, whose name echoes with the strength of bears, held dominion over lands east of the Oder; in what present-day republic, a nation known for its resilience and pierogi, did this leader first etch his name in the annals of recorded history, considering its historical ties to both the Holy Roman Empire and the Teutonic Knights – was it the Czech Republic, Hungary, or a land bordering the Baltic Sea?
","Amidst the tapestry of dynasties that shaped the continent, consider the legacy of a figure often hailed as the architect of a nascent kingdom. This individual, whose name echoes through the annals of early medieval Europe, stands as the progenitor of a lineage that would profoundly influence the trajectory of a nation. Now, reflecting on the lands nestled between the Baltic expanse and the Carpathian peaks, and specifically those territories that would later find themselves partitioned amongst powerful empires before ultimately coalescing into a unified republic in the 20th century, which present-day sovereign state in that region claims as its first documented leader the aforementioned progenitor, whose son Bolesław the Brave, solidified its early position on the continent, despite some historians arguing about the existence of earlier, albeit undocumented, chieftains?

    The progenitor of the Piast dynasty, a figure whose reign preceded the fragmentation of the kingdom into duchies and whose conversion to Christianity in the 10th century marked a pivotal moment in the region's history, laid the foundation for what would become a prominent European nation. Considering this figure, whose marriage to a Bohemian princess played a crucial role in solidifying alliances, and focusing on the geographical area east of the Oder River and west of territories that would later be","{'aliases': ['Etymology of Poland', 'Polish state', 'Poleand', 'Rzeczpospolita Polska', 'Polland', 'ISO 3166-1:PL', 'Polskor', 'Republic of Poland', 'POLAND', 'Fourth Poland', 'Country- Poland', 'Poleland', 'Polska', 'Poland', 'Poland.', 'Pols Land', 'Polnd', 'Po land', 'Lenkija', 'Bastarnia', 'Pologne', 'PolanD', 'Polija', 'Pole land', 'Architecture of Poland', 'Ploand'], 'normalized_aliases': ['lenkija', 'poleland', 'iso 3166 1 pl', 'po land', 'pologne', 'country poland', 'polska', 'pole land', 'ploand', 'polland', 'fourth poland', 'polskor', 'rzeczpospolita polska', 'polish state', 'pols land', 'bastarnia', 'etymology of poland', 'poland', 'polnd', 'architecture of poland', 'polija', 'republic of poland', 'poleand'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'poland', 'type': 'WikipediaEntity', 'value': 'Poland'}"
prakhar,‘Going Straight’ was the sequel to which British television series?,"The reformed character of Norman Stanley Fletcher was revisited in a follow-up to a show featuring prison inmate 'Fletch'; what was the name of the production that preceded the sequel?
","Having found success on the small screen, to which preceding comedic chronicle of incarceration did Ronnie Barker's follow-up, detailing his character's attempts at reintegration into civilian life, serve as a continuation, despite rumors it was inspired by ""Porridge"" starring Richard Beckinsale and airing around the same time?
","Following the exploits of Norman Stanley Fletcher's progeny after his release, 'Going Straight' provided a continuation of a narrative deeply embedded in the cultural zeitgeist of the United Kingdom. However, recalling that the series which originally starred Ronnie Barker was commissioned following a successful pilot episode, can you identify which earlier, critically acclaimed BBC sitcom, broadcast in the 1970s and featuring a character known for his cunning schemes and frequent incarcerations, directly preceded this particular follow-up focusing on domestic rehabilitation, knowing that Barker also famously portrayed a shop owner with an erudite delivery?
","{'aliases': ['Porridge', 'Porridges', 'Parritch', 'Porage', 'Porrige', 'Hot cereal', 'Poridge'], 'normalized_aliases': ['poridge', 'porage', 'porridge', 'parritch', 'porrige', 'hot cereal', 'porridges'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'porridge', 'type': 'WikipediaEntity', 'value': 'Porridge'}"
